pub_number,cit_number
US-2018151905-A1,US-4065601-A
US-2018216766-A1,US-3603619-A
US-2018302802-A1,US-2010207833-A1
US-2019048555-A1,US-2009255199-A1
US-2018152968-A1,US-2019037569-A1
US-2019047466-A1,US-2018312106-A1
US-2018272765-A1,US-9724947-B2
US-2018213895-A1,US-9737123-B2
US-2018213619-A1,US-2017187292-A1
US-2018222699-A1,US-2015344246-A1
US-2018233425-A1,US-9806063-B2
US-2018149318-A1,US-9625129-B2
US-2018215509-A1,US-2014224795-A1
US-2018287061-A1,US-2015171321-A1
US-2018190479-A1,US-2015176072-A1
US-2018151289-A1,US-2014184374-A1
US-2018214245-A1,US-2013224681-A1
US-2018147676-A1,US-2013174589-A1
US-2018233596-A1,US-2013119375-A1
US-2018150403-A1,US-2013304991-A1
US-2018233596-A1,US-2012248432-A1
US-2019051592-A1,US-8686298-B2
US-2018214378-A1,US-2013243857-A1
US-2018166224-A1,US-8760844-B2
US-2018147413-A1,US-2011275941-A1
US-2018233425-A1,US-8791562-B2
US-2018227872-A1,US-2013007900-A1
US-2018256944-A1,US-2012157233-A1
US-2018274355-A1,US-2012130693-A1
US-2018214378-A1,US-2011288045-A1
US-2018153041-A1,US-2010271747-A1
US-2018152661-A1,US-8418219-B1
US-2018147600-A1,US-2010005529-A1
US-2018217338-A1,US-7824113-B2
US-2018161444-A1,US-2009131358-A1
US-2018161080-A1,US-2010057132-A1
US-2018152720-A1,US-2009032380-A1
US-2018223304-A1,US-2011167514-A1
US-2018152911-A1,US-8934919-B2
US-2018237722-A1,US-2009011172-A1
US-2018163108-A1,US-2008312359-A1
US-2018152769-A1,US-2008188963-A1
US-2018374540-A1,US-2009003061-A1
US-2018148293-A1,US-2006117328-A1
US-2019238308-A1,US-2007047689-A1
US-2018152112-A1,US-7932693-B2
US-2018260313-A1,US-7480900-B1
US-2018289671-A1,US-2006264419-A1
US-2018146998-A1,US-7124762-B2
US-2018150212-A1,US-6452597-B1
US-2019239090-A1,US-7327698-B1
US-2018167777-A1,US-6603966-B1
US-2019232994-A1,US-6068322-A
US-2018208362-A1,US-5860549-A
US-2018214245-A1,US-5242300-A
US-2018151570-A1,US-4578128-A
US-2018302263-A1,US-4584534-A
US-2018214756-A1,US-3770273-A
US-2019166417-A1,US-2018317006-A1
US-2018220423-A1,US-2018007769-A1
US-2019074406-A1,US-2018204977-A1
US-2019229686-A1,US-9503025-B2
US-2018218879-A1,US-9184026-B2
US-2018151772-A1,US-2016306042-A1
US-10394951-B1,US-2016247245-A1
US-2018225122-A1,US-2015033923-A1
US-2018226270-A1,US-2015023627-A1
US-2018160492-A1,US-2015130861-A1
US-10297708-B1,US-9276162-B2
US-2018324714-A1,US-2014321304-A1
US-2019131405-A1,US-2015214365-A1
US-2018242614-A1,US-2014027194-A1
US-2018152883-A1,US-2013290702-A1
US-2018152678-A1,US-2014268330-A1
US-2019166417-A1,US-8983107-B2
US-2018151984-A1,US-2015017823-A1
US-2019226660-A1,US-2014118818-A1
US-2018221619-A1,US-2014251787-A1
US-2018170742-A1,US-2013129870-A1
US-2018151460-A1,US-2014000163-A1
US-2018152757-A1,US-2013312042-A1
US-2018151433-A1,US-2014007730-A1
US-2019166417-A1,US-2012043629-A1
US-2018220358-A1,US-2013084878-A1
US-2018373320-A1,US-2012329486-A1
US-2018220305-A1,US-2011292875-A1
US-2019103652-A1,US-8278749-B2
US-2018149383-A1,US-2009273470-A1
US-2018147353-A1,US-8956331-B2
US-2018225490-A1,US-2009212113-A1
US-2018152896-A1,US-9295003-B2
US-2018207823-A1,US-2008010834-A1
US-2018210144-A1,US-2008017339-A1
US-2018209916-A1,US-2007018874-A1
US-2018147067-A1,US-2006235526-A1
US-2019164777-A1,US-2006072701-A1
US-2018153829-A1,US-2004021384-A1
US-2018229699-A1,US-2001033106-A1
US-2018152674-A1,US-7161616-B1
US-2018211958-A1,US-5973368-A
US-2019164825-A1,US-5552341-A
US-2018215550-A1,US-5475418-A
US-2018228743-A1,US-5354781-A
US-2019067316-A1,US-2017053923-A1
US-2018167181-A1,US-2016330714-A1
US-2019097529-A1,US-2017130699-A1
US-2018261956-A1,US-2016079689-A1
US-2018153841-A1,US-2016079640-A1
US-2018152938-A1,US-2015289292-A1
US-2018263857-A1,US-2015189997-A1
US-2018151544-A1,US-2015294959-A1
US-2018213312-A1,US-2015001646-A1
US-2019067316-A1,US-2014241026-A1
US-2018152963-A1,US-2014012639-A1
US-2018152963-A1,US-2014019274-A1
US-2018147048-A1,US-2013204343-A1
US-2018231860-A1,US-2013271812-A1
US-2018147808-A1,US-2013033455-A1
US-2018152655-A1,US-2014014506-A1
US-2019227942-A1,US-9299121-B2
US-2018147832-A1,US-2011175961-A1
US-2018148278-A1,US-2013020641-A1
US-2018147070-A1,US-2012029635-A1
US-2018215997-A1,US-2011306079-A1
US-2019227297-A1,US-8425500-B2
US-2018264287-A1,US-2008232664-A1
US-2019227780-A1,US-2009027677-A1
US-2018148188-A1,US-2008012804-A1
US-2018213687-A1,US-2010188813-A1
US-2018214404-A1,US-2007116823-A1
US-2018153841-A1,US-2007116823-A1
US-2018246415-A1,US-2008079930-A1
US-2019096545-A1,US-7173189-B1
US-2018146863-A1,US-2007026028-A1
US-2018161127-A1,US-2005239012-A1
US-2018164652-A1,US-2004155857-A1
US-2018207939-A1,US-2006108378-A1
US-2018162800-A1,US-2003018083-A1
US-2018147048-A1,US-2002002397-A1
US-2018207939-A1,US-6254297-B1
US-10238112-B1,US-6147222-A
US-10238112-B1,US-6147221-A
US-2018147048-A1,US-6364904-B1
US-2018216328-A1,US-6128787-A
US-2018147091-A1,US-5536555-A
US-2018147162-A1,US-5556848-A
US-2019006778-A1,US-5425658-A
US-2019038868-A1,US-4301790-A
US-2018147983-A1,US-4161682-A
US-2018261081-A1,US-2017253177-A1
US-2019230615-A1,US-2018229560-A1
US-2018240647-A1,US-2017084432-A1
US-2018277650-A1,US-2017263724-A1
US-2018213479-A1,US-2017013153-A1
US-2018212546-A1,US-2018175757-A1
US-2019032847-A1,US-9726322-B1
US-2018210678-A1,US-2015242712-A1
US-2019225246-A1,US-2015060608-A1
US-2019025503-A1,US-9188736-B2
US-2018257424-A1,US-2015151566-A1
US-2018152106-A1,US-2015028924-A1
US-2018188656-A1,US-2013207677-A1
US-2018147481-A1,US-2013234388-A1
US-2018158733-A1,US-2013249045-A1
US-2018217640-A1,US-2014002385-A1
US-2018157455-A1,US-2012303336-A1
US-2018198283-A1,US-2013002032-A1
US-2018148124-A1,US-2012064697-A1
US-2018158733-A1,US-2013001783-A1
US-10314262-B1,US-8415538-B2
US-2018369311-A1,US-2012201910-A1
US-2018238441-A1,US-8244427-B2
US-2018208272-A1,US-7992511-B2
US-2018213305-A1,US-2011020636-A1
US-2019230448-A1,US-2009052708-A1
US-2018212626-A1,US-2008032035-A1
US-2018149341-A1,US-7604380-B2
US-2019226788-A1,US-7610710-B2
US-2018165465-A1,US-2008107275-A1
US-2018147485-A1,US-2008076527-A1
US-2018146896-A1,US-2006258929-A1
US-2018147051-A1,US-2006041307-A1
US-2018257424-A1,US-2005252920-A1
US-2018257424-A1,US-2005098564-A1
US-2018148870-A1,US-6521551-B1
US-2019226267-A1,US-6363760-B1
US-2018257424-A1,US-5511279-A
US-2018280704-A1,US-5557210-A
US-2018212369-A1,US-4628392-A
US-2018209498-A1,US-2018093414-A1
US-2019090616-A1,US-2017251791-A1
US-2018213559-A1,US-2017195916-A1
US-2019229185-A1,US-2017011057-A1
US-2018220476-A1,US-2017063605-A1
US-2018270840-A1,US-2017036696-A1
US-2018284224-A1,US-2018016443-A1
US-2018210146-A1,US-9791703-B1
US-2018210146-A1,US-10067347-B2
US-2018211562-A1,US-2016213856-A1
US-2018211088-A1,US-2017081588-A1
US-2018217480-A1,US-2017016769-A1
US-2018145540-A1,US-2017034042-A1
US-2018145230-A1,US-9679785-B2
US-2018342415-A1,US-2015214348-A1
US-2019035792-A1,US-2017001210-A1
US-2018210380-A1,US-2015185671-A1
US-2018209498-A1,US-2016223041-A1
US-2019041889-A1,US-2015180333-A1
US-2018144618-A1,US-2015180593-A1
US-2018210490-A1,US-9326375-B2
US-2018207923-A1,US-2015140301-A1
US-2018248293-A1,US-2013288542-A1
US-2018153286-A1,US-2015047105-A1
US-2018140326-A1,US-2012253132-A1
US-2018145413-A1,US-2012188917-A1
US-2018145540-A1,US-2013178995-A1
US-2018154157-A1,US-2013103108-A1
US-2019225387-A1,US-8251221-B1
US-2018224519-A1,US-2011298659-A1
US-2018309360-A1,US-2013039100-A1
US-2018144151-A1,US-2012250950-A1
US-2019225387-A1,US-2012199548-A1
US-2018210549-A1,US-2011074668-A1
US-2018159614-A1,US-2010103066-A1
US-2018140958-A1,US-8033922-B1
US-2018143441-A1,US-2010079356-A1
US-2019229185-A1,US-7678600-B2
US-2018252944-A1,US-2009033863-A1
US-2018210490-A1,US-8035789-B2
US-2018144801-A1,US-7564719-B2
US-2018145297-A1,US-2009155676-A1
US-2018356088-A1,US-2007210095-A1
US-2018226250-A1,US-7745338-B2
US-2018248293-A1,US-7281961-B1
US-2018160369-A1,US-2008159323-A1
US-2018219352-A1,US-2008001547-A1
US-2019099993-A1,US-2006289410-A1
US-2018170619-A1,US-7341047-B2
US-2018145297-A1,US-2007119706-A1
US-2018145296-A1,US-2006022860-A1
US-2018217480-A1,US-2009018514-A1
US-2018185470-A1,US-2007091030-A1
US-2018146244-A1,US-2005026253-A1
US-2018208162-A1,US-2005026861-A1
US-2018145296-A1,US-2007011970-A1
US-2018146229-A1,US-9615061-B2
US-2018143538-A1,US-2004119766-A1
US-2018153286-A1,US-2003230606-A1
US-2018143356-A1,US-7369723-B1
US-2018143489-A1,US-2003043327-A1
US-2018237794-A1,US-2004021619-A1
US-2018248293-A1,US-2003022465-A1
US-2018247630-A1,US-2001015123-A1
US-10193501-B2,US-2002090034-A1
US-2018368247-A1,US-6131555-A
US-2018140958-A1,US-5833545-A
US-2018268794-A1,US-5814750-A
US-2018331653-A1,US-4960996-A
US-2018143287-A1,US-2016015004-A1
US-2018207323-A1,US-2012136323-A1
US-2018143772-A1,US-9927986-B2
US-2019105221-A1,US-2014012503-A1
US-2018338359-A1,US-2017354000-A1
US-2018150573-A1,US-9881066-B1
US-2018274896-A1,US-2017030742-A1
US-2018151690-A1,US-2016372567-A1
US-2018269947-A1,US-2019013857-A1
US-2019109584-A1,US-9673793-B2
US-2018206608-A1,US-9370230-B1
US-2019109585-A1,US-9154148-B2
US-2019228808-A1,US-2014258607-A1
US-2018208416-A1,US-9272854-B2
US-2018160201-A1,US-2015179037-A1
US-2018146181-A1,US-2015341675-A1
US-2018208874-A1,US-2014074519-A1
US-2018140383-A1,US-2013323669-A1
US-2018276353-A1,US-2015035021-A1
US-2018209144-A1,US-9670669-B2
US-2018222530-A1,US-2014327274-A1
US-2018204679-A1,US-2013234293-A1
US-2018145058-A1,US-2014203314-A1
US-2019087216-A1,US-2014282501-A1
US-2018145229-A1,US-2013329425-A1
US-2018142879-A1,US-2014063829-A1
US-2019229046-A1,US-2014012494-A1
US-2019082535-A1,US-2012262862-A1
US-2018211870-A1,US-8796853-B2
US-2018217508-A1,US-2014028993-A1
US-2018141445-A1,US-2012262002-A1
US-2018145175-A1,US-2013105895-A1
US-2018200596-A1,US-8702528-B1
US-2019229624-A1,US-2011194313-A1
US-2018210373-A1,US-2012195644-A1
US-2018145835-A1,US-9191375-B2
US-2018144943-A1,US-8084311-B1
US-2018208459-A1,US-2013192993-A1
US-2018350337-A1,US-2011088535-A1
US-2018158859-A1,US-2011193197-A1
US-2018144943-A1,US-2011156107-A1
US-2018209159-A1,US-8516624-B2
US-2018226191-A1,US-8056199-B2
US-2018202618-A1,US-2010019690-A1
US-2019230208-A1,US-2010239081-A1
US-2018145175-A1,US-2010052059-A1
US-2018139903-A1,US-7578116-B1
US-2018158979-A1,US-2007235748-A1
US-2018224608-A1,US-7574095-B2
US-2019082535-A1,US-2009065921-A1
US-2018221846-A1,US-2010010856-A1
US-2018207264-A1,US-2008029271-A1
US-2018145031-A1,US-2006226527-A1
US-2018221846-A1,US-7247244-B2
US-2019082535-A1,US-6979202-B2
US-2018224608-A1,US-2004076389-A1
US-2018211870-A1,US-2004134769-A1
US-2018159742-A1,US-2004025959-A1
US-2018207446-A1,US-2004138726-A1
US-2018148499-A1,US-2004014651-A1
US-2019228814-A1,US-2003043672-A1
US-2018146273-A1,US-7076077-B2
US-2019223876-A1,US-2003019555-A1
US-2018217508-A1,US-7262864-B1
US-2018140913-A1,US-6348014-B1
US-2018140913-A1,US-6394910-B1
US-2018154456-A1,US-6536536-B1
US-2018144450-A1,US-6681044-B1
US-2019226945-A1,US-6269688-B1
US-2018171623-A1,US-5737801-A
US-2019129098-A1,US-5545573-A
US-2019019478-A1,US-4408515-A
US-2018319545-A1,US-3974958-A
US-2019181819-A1,US-3900823-A
US-2019220715-A1,US-2017228688-A1
US-2019198114-A1,US-2017139761-A1
US-2018213078-A1,US-2016162924-A1
US-2018205196-A1,US-9325151-B1
US-2018335997-A1,US-2015325213-A1
US-2018350296-A1,US-2017007666-A1
US-2018158834-A1,US-2015017966-A1
US-2018204736-A1,US-2016122696-A1
US-2018158734-A1,US-8906745-B1
US-2018210392-A1,US-2014294420-A1
US-2018144730-A1,US-9372925-B2
US-2018208086-A1,US-2014031666-A1
US-2018208419-A1,US-8820740-B2
US-2018222204-A1,US-2013265366-A1
US-2019011992-A1,US-2013211843-A1
US-2018140435-A1,US-2013079883-A1
US-2018153706-A1,US-8709086-B2
US-2018213486-A1,US-2014161093-A1
US-2018205041-A1,US-2014151679-A1
US-2018212363-A1,US-8628362-B2
US-2018147475-A1,US-2012204452-A1
US-2018217741-A1,US-2012169774-A1
US-2018215169-A1,US-2012120152-A1
US-2018156417-A1,US-2012028734-A1
US-2018204733-A1,US-2012023810-A1
US-2018211872-A1,US-2012309190-A1
US-2018218911-A1,US-2011207314-A1
US-10275019-B1,US-2013023823-A1
US-2018202275-A1,US-8496062-B2
US-2018140435-A1,US-2012004732-A1
US-2018147475-A1,US-2010156058-A1
US-2018205041-A1,US-2011053314-A1
US-2019220131-A1,US-2010156811-A1
US-2019220713-A1,US-2009025694-A1
US-2018226757-A1,US-2008318470-A1
US-2018211800-A1,US-2008053809-A1
US-2018144760-A1,US-2009006103-A1
US-2018226503-A1,US-2006004639-A1
US-2019045320-A1,US-2005249356-A1
US-2018210212-A1,US-6987783-B2
US-2018158948-A1,US-2005048709-A1
US-2018350295-A1,US-2002003378-A1
US-2019045320-A1,US-6643377-B1
US-2018147475-A1,US-5342070-A
US-2019045320-A1,US-5216209-A
US-2018147475-A1,US-5210963-A
US-2018350441-A1,US-2017123724-A1
US-2018208250-A1,US-9896131-B2
US-2018205497-A1,US-2017126378-A1
US-2018205422-A1,US-2016099761-A1
US-2018205186-A1,US-2015333451-A1
US-2018224326-A1,US-2015177063-A1
US-2019051600-A1,US-2016093572-A1
US-2018146355-A1,US-2016269910-A1
US-2018360906-A1,US-9877997-B2
US-2018212838-A1,US-2016233957-A1
US-2018156720-A1,US-2015212232-A1
US-2018200516-A1,US-2014163580-A1
US-2018301350-A1,US-2014008809-A1
US-2018220022-A1,US-9674389-B2
US-2018224240-A1,US-2013301243-A1
US-2018202843-A1,US-2013287353-A1
US-2018202704-A1,US-2015089969-A1
US-2019014459-A1,US-2014235166-A1
US-2018202330-A1,US-2013255617-A1
US-2019038396-A1,US-2015025058-A1
US-2019219392-A1,US-8619144-B1
US-2018212539-A1,US-2012251213-A1
US-2018146399-A1,US-2010040020-A1
US-2018205339-A1,US-2010021313-A1
US-2018262199-A1,US-2011001486-A1
US-2018228372-A1,US-2009118622-A1
US-2018226835-A1,US-2010024458-A1
US-2018211594-A1,US-2006187153-A1
US-2018146399-A1,US-2007025967-A1
US-2018177635-A1,US-6221028-B1
US-2018142680-A1,US-6095758-A
US-2018140887-A1,US-5499958-A
US-2018203192-A1,US-5214732-A
US-2018140887-A1,US-4512571-A
US-2018205419-A1,US-2018227886-A1
US-2019223089-A1,US-2018309570-A1
US-2019113279-A1,US-9848628-B1
US-2018254167-A1,US-2017154756-A1
US-2018212508-A1,US-2016352232-A1
US-2018211143-A1,US-2016266512-A1
US-2018205822-A1,US-9344892-B1
US-2018233595-A1,US-2016087108-A1
US-2018205183-A1,US-9461415-B2
US-2018201921-A1,US-2015376583-A1
US-2018205183-A1,US-2015270646-A1
US-2018208667-A1,US-2017029490-A1
US-2018208667-A1,US-2018117163-A9
US-2018265253-A1,US-2015122835-A1
US-2018206096-A1,US-2015327010-A1
US-2018204636-A1,US-2016001220-A1
US-2018158770-A1,US-2014048906-A1
US-2018153708-A1,US-2014249628-A1
US-2018204771-A1,US-2013059428-A1
US-2018201977-A1,US-2014003817-A1
US-2018205379-A1,US-8378728-B1
US-2018204660-A1,US-2012028688-A1
US-2019220258-A1,US-8881100-B2
US-2018199950-A1,US-2011224736-A1
US-2018166322-A1,US-2011127615-A1
US-2018172109-A1,US-8038540-B2
US-2018233595-A1,US-2012223308-A1
US-2018140350-A1,US-2010100095-A1
US-2018162935-A1,US-2011025614-A1
US-2018272757-A1,US-2009278303-A1
US-2018144753-A1,US-2009192792-A1
US-2018236078-A1,US-2009215808-A1
US-2019061587-A1,US-7837267-B2
US-2018136488-A1,US-2008125512-A1
US-2018272745-A1,US-2008252673-A1
US-2018206136-A1,US-2008274716-A1
US-2018304640-A1,US-8550609-B2
US-2019216613-A1,US-2008011436-A1
US-2018211701-A1,US-2009016140-A1
US-2018158923-A1,US-2008290421-A1
US-2018231211-A1,US-2007138978-A1
US-2018211886-A1,US-2007138563-A1
US-2018202749-A1,US-2007107592-A1
US-2018141721-A1,US-7581772-B2
US-2018159284-A1,US-2006223343-A1
US-2018202175-A1,US-2005158121-A1
US-2018156028-A1,US-2006255809-A1
US-2018207945-A1,US-2004179055-A1
US-2018338587-A1,US-2003177787-A1
US-2018141721-A1,US-6783277-B2
US-2018158609-A1,US-2002075633-A1
US-2018253046-A1,US-6259881-B1
US-2018175061-A1,US-6037617-A
US-2018172109-A1,US-6007058-A
US-2018133564-A1,US-5851158-A
US-2018242568-A1,US-5572825-A
US-2018338587-A1,US-5412956-A
US-2018141721-A1,US-5338117-A
US-2018265253-A1,US-4852757-A
US-2018205208-A1,US-4329540-A
US-2018154133-A1,US-3845771-A
US-2018136605-A1,US-2017351214-A1
US-2018132891-A1,US-2016175004-A1
US-2019041915-A1,US-2016226024-A1
US-2018138191-A1,US-2016026830-A1
US-2018137323-A1,US-2015324946-A1
US-2019018268-A1,US-2015316821-A1
US-2018132891-A1,US-2016296246-A1
US-2018337192-A1,US-2015129935-A1
US-2019204547-A1,US-2015177493-A1
US-2018261798-A1,US-2015102305-A1
US-2019067294-A1,US-2016002772-A1
US-2018158783-A1,US-2015123251-A1
US-2018158789-A1,US-2015145057-A1
US-2018151602-A1,US-2014117342-A1
US-2019013411-A1,US-2014167006-A1
US-2018279231-A1,US-2014031559-A1
US-2018202638-A1,US-2013008815-A1
US-2018132719-A1,US-2014089007-A1
US-2019065827-A1,US-2013170766-A1
US-2019221970-A1,US-8616904-B1
US-10314207-B1,US-8363403-B2
US-2019219971-A1,US-2011103195-A1
US-2018337793-A1,US-2011317829-A1
US-2018134356-A1,US-2011318978-A1
US-2018150580-A1,US-8554530-B1
US-2018132891-A1,US-2008294003-A1
US-2018151682-A1,US-2011012085-A1
US-2018158789-A1,US-2008054457-A1
US-2018141201-A1,US-2008110027-A1
US-2018132891-A1,US-2006258905-A1
US-2018138165-A1,US-2006220099-A1
US-2018153584-A1,US-2006173456-A1
US-2018366526-A1,US-2005104068-A1
US-2019072789-A1,US-2005053725-A1
US-2018137321-A1,US-2005121520-A1
US-2018135756-A1,US-6974137-B2
US-2019218065-A1,US-5907136-A
US-2019221039-A1,US-6020891-A
US-2018137430-A1,US-6348699-B1
US-2018148542-A1,US-5702639-A
US-2018337672-A1,US-5534804-A
US-2018134662-A1,US-5700811-A
US-2018224003-A1,US-5129417-A
US-2019217925-A1,US-4685500-A
US-2018224004-A1,US-4446887-A
US-2019013328-A1,US-9679913-B1
US-2018135768-A1,US-2015090357-A1
US-2018136759-A1,US-2015042903-A1
US-2018350722-A1,US-2012306081-A1
US-2018160464-A1,US-2012004167-A1
US-2018158540-A1,US-2011008271-A1
US-2018151776-A1,US-8847249-B2
US-2019096604-A1,US-2007165368-A1
US-2019013272-A1,US-9412675-B2
US-2019217649-A1,US-2014292877-A1
US-2018366671-A1,US-9209136-B2
US-2018136525-A1,US-2013083280-A1
US-10434651-B1,US-2012072026-A1
US-2018200032-A1,US-2011229849-A1
US-2018138367-A1,US-2008128678-A1
US-10136745-B1,US-2006026013-A1
US-2018134816-A1,US-2018134827-A1
US-2018375196-A1,US-2018062270-A1
US-2018136440-A1,US-2019011669-A1
US-2018217639-A1,US-2018062090-A1
US-2018279167-A1,US-2019020445-A1
US-2019019806-A1,US-9786673-B1
US-2018210512-A1,US-9860999-B1
US-2018205148-A1,US-2018138593-A1
US-2018204542-A1,US-2017061894-A1
US-2019219783-A1,US-2017031121-A1
US-2019051735-A1,US-9748380-B1
US-2019019806-A1,US-2017200733-A1
US-2018138197-A1,US-2017098659-A1
US-2018213651-A1,US-2016276236-A1
US-2018350886-A1,US-2016254337-A1
US-2018136574-A1,US-2016000417-A1
US-2018138199-A1,US-2016064535-A1
US-2019221499-A1,US-9761508-B2
US-2018155027-A1,US-2016020043-A1
US-2018155028-A1,US-2016020043-A1
US-2018136440-A1,US-2016006207-A1
US-2018138197-A1,US-2016071741-A1
US-2019043981-A1,US-2016254385-A1
US-2018288417-A1,US-10187641-B2
US-2018213663-A1,US-2016195901-A1
US-2018202407-A1,US-9127658-B2
US-2018155029-A1,US-2016024418-A1
US-2018210511-A1,US-9348370-B2
US-2018138297-A1,US-2016002792-A1
US-2018207673-A1,US-9338889-B2
US-2018136440-A1,US-8908290-B1
US-2018136686-A1,US-2014368442-A1
US-2018233288-A1,US-2014153155-A1
US-2018134489-A1,US-2014297023-A1
US-2019220662-A1,US-2014282646-A1
US-2019220198-A1,US-8805967-B2
US-2018153324-A1,US-2014173909-A1
US-2018204813-A1,US-2014167269-A1
US-2018199438-A1,US-2014202743-A1
US-2018138733-A1,US-2012306284-A1
US-2019041983-A1,US-2013257748-A1
US-2018203187-A1,US-2012177381-A1
US-2018374709-A1,US-2012238102-A1
US-2019217784-A1,US-2013019317-A1
US-2018203187-A1,US-2014203175-A1
US-2018136697-A1,US-8472186-B2
US-2019109515-A1,US-8310126-B1
US-2018279050-A1,US-2012087503-A1
US-2018196350-A1,US-2013027174-A1
US-2018208128-A1,US-8490846-B1
US-2018133077-A1,US-8308228-B2
US-2018200079-A1,US-9211140-B2
US-2018137399-A1,US-8397994-B2
US-2018136686-A1,US-2011027035-A1
US-2018133025-A1,US-2010049324-A1
US-2018138147-A1,US-2010013082-A1
US-2019109503-A1,US-2011140550-A1
US-2018196350-A1,US-2013007022-A1
US-2018207673-A1,US-8110750-B2
US-2018238863-A1,US-2011118126-A1
US-2018163011-A1,US-2011005413-A1
US-2018201184-A1,US-2009134661-A1
US-2018267486-A1,US-2009002120-A1
US-2018192802-A1,US-2008149634-A1
US-2018233424-A1,US-2009212405-A1
US-2018205386-A1,US-2009091361-A1
US-2018159078-A1,US-2007291215-A1
US-2018204813-A1,US-2007205520-A1
US-2018136574-A1,US-2010003517-A1
US-2019221446-A1,US-2009008765-A1
US-2019218741-A1,US-2009255199-A1
US-2018202145-A1,US-2006275078-A1
US-2018136697-A1,US-7541907-B2
US-2018195286-A1,US-2007261337-A1
US-2018140431-A1,US-2007100455-A1
US-10353714-B1,US-2007174849-A1
US-2018217532-A1,US-7389077-B2
US-2018139874-A1,US-2006081389-A1
US-2018136574-A1,US-2006012778-A1
US-2018132997-A1,US-2006041307-A1
US-2018136474-A1,US-7573640-B2
US-2018211643-A1,US-2005211077-A1
US-2018135866-A1,US-2007138160-A1
US-2018136686-A1,US-2005134561-A1
US-2019027453-A1,US-7459386-B2
US-2018138232-A1,US-2007021041-A1
US-2019221090-A1,US-2006004518-A1
US-2018204417-A1,US-2005098950-A1
US-2018277070-A1,US-2003006193-A1
US-2018358069-A1,US-6724664-B2
US-2018238863-A1,US-2005287596-A9
US-2018213640-A1,US-2002105083-A1
US-2018136498-A1,US-2002063839-A1
US-10269273-B1,US-2002015374-A1
US-2018145592-A1,US-2001036085-A1
US-2018133025-A1,US-2002068977-A1
US-2018138144-A1,US-6593643-B1
US-2018200883-A1,US-6522096-B1
US-2018213640-A1,US-6483714-B1
US-2018342272-A1,US-6034884-A
US-2018133956-A1,US-6401001-B1
US-2018137715-A1,US-6154006-A
US-2018199450-A1,US-5993027-A
US-2018136686-A1,US-5999168-A
US-2018138232-A1,US-5751041-A
US-2018134428-A1,US-6162516-A
US-2018151026-A1,US-5580311-A
US-2018192802-A1,US-5715969-A
US-2018358069-A1,US-5500817-A
US-2018350531-A1,US-5171945-A
US-2018202183-A1,US-5192105-A
US-2019027453-A1,US-5034345-A
US-2019015724-A1,US-4813149-A
US-2018256421-A1,US-4144979-A
US-2018192802-A1,US-4095716-A
US-2019028812-A1,US-4016953-A
US-2019215140-A1,US-2018115996-A1
US-2018206265-A1,US-2018098235-A1
US-2018210510-A1,US-2018067520-A1
